fecha,sku,categoria,sector,demanda_real,precio_unitario,ingresos,stock_disponible,quiebre_stock,campaña,producto
2021-04-14,CARTON_CORR_1,Cartón Corrugado,Alimentos,168,0.5,83.79,1355,0,0,Cartón Corrugado - CARTON_CORR_1
2021-04-15,CARTON_CORR_1,Cartón Corrugado,Alimentos,120,0.5,60.13,721,0,0,Cartón Corrugado - CARTON_CORR_1
2021-04-16,CARTON_CORR_1,Cartón Corrugado,Alimentos,196,0.5,97.84,1229,0,0,Cartón Corrugado - CARTON_CORR_1
2021-04-17,CARTON_CORR_1,Cartón Corrugado,Alimentos,134,0.5,67.02,627,0,0,Cartón Corrugado - CARTON_CORR_1
2021-04-18,CARTON_CORR_1,Cartón Corrugado,Alimentos,99,0.5,49.44,1460,0,0,Cartón Corrugado - CARTON_CORR_1
2021-04-19,CARTON_CORR_1,Cartón Corrugado,Alimentos,128,0.5,63.76,1030,0,0,Cartón Corrugado - CARTON_CORR_1
2021-04-20,CARTON_CORR_1,Cartón Corrugado,Alimentos,138,0.5,69.21,1166,0,0,Cartón Corrugado - CARTON_CORR_1
2021-04-21,CARTON_CORR_1,Cartón Corrugado,Alimentos,147,0.5,73.68,867,0,0,Cartón Corrugado - CARTON_CORR_1
2021-04-22,CARTON_CORR_1,Cartón Corrugado,Alimentos,174,0.5,86.87,1130,0,0,Cartón Corrugado - CARTON_CORR_1
2021-04-23,CARTON_CORR_1,Cartón Corrugado,Alimentos,169,0.5,84.26,1262,0,0,Cartón Corrugado - CARTON_CORR_1
2021-04-24,CARTON_CORR_1,Cartón Corrugado,Alimentos,138,0.5,68.97,1087,0,0,Cartón Corrugado - CARTON_CORR_1
2021-04-25,CARTON_CORR_1,Cartón Corrugado,Alimentos,138,0.5,68.83,1138,0,0,Cartón Corrugado - CARTON_CORR_1
2021-04-26,CARTON_CORR_1,Cartón Corrugado,Alimentos,176,0.5,87.95,1350,0,0,Cartón Corrugado - CARTON_CORR_1
2021-04-27,CARTON_CORR_1,Cartón Corrugado,Alimentos,165,0.5,82.46,1154,0,0,Cartón Corrugado - CARTON_CORR_1
2021-04-28,CARTON_CORR_1,Cartón Corrugado,Alimentos,160,0.5,80.22,1511,0,0,Cartón Corrugado - CARTON_CORR_1
2021-04-29,CARTON_CORR_1,Cartón Corrugado,Alimentos,177,0.5,88.31,839,0,0,Cartón Corrugado - CARTON_CORR_1
2021-04-30,CARTON_CORR_1,Cartón Corrugado,Alimentos,182,0.5,90.85,1713,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-01,CARTON_CORR_1,Cartón Corrugado,Alimentos,88,0.5,43.97,909,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-02,CARTON_CORR_1,Cartón Corrugado,Alimentos,98,0.5,48.98,753,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-03,CARTON_CORR_1,Cartón Corrugado,Alimentos,158,0.5,79.14,892,0,1,Cartón Corrugado - CARTON_CORR_1
2021-05-04,CARTON_CORR_1,Cartón Corrugado,Alimentos,203,0.5,101.62,1068,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-05,CARTON_CORR_1,Cartón Corrugado,Alimentos,204,0.5,102.24,1980,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-06,CARTON_CORR_1,Cartón Corrugado,Alimentos,201,0.5,100.49,855,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-07,CARTON_CORR_1,Cartón Corrugado,Alimentos,150,0.5,74.96,729,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-08,CARTON_CORR_1,Cartón Corrugado,Alimentos,84,0.5,41.96,851,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-09,CARTON_CORR_1,Cartón Corrugado,Alimentos,115,0.5,57.52,1319,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-10,CARTON_CORR_1,Cartón Corrugado,Alimentos,187,0.5,93.41,1464,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-11,CARTON_CORR_1,Cartón Corrugado,Alimentos,162,0.5,80.97,1771,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-12,CARTON_CORR_1,Cartón Corrugado,Alimentos,157,0.5,78.57,1383,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-13,CARTON_CORR_1,Cartón Corrugado,Alimentos,195,0.5,97.3,1248,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-14,CARTON_CORR_1,Cartón Corrugado,Alimentos,188,0.5,93.89,680,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-15,CARTON_CORR_1,Cartón Corrugado,Alimentos,108,0.5,54.05,1918,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-16,CARTON_CORR_1,Cartón Corrugado,Alimentos,100,0.5,49.81,1808,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-17,CARTON_CORR_1,Cartón Corrugado,Alimentos,147,0.5,73.49,931,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-18,CARTON_CORR_1,Cartón Corrugado,Alimentos,156,0.5,78.1,801,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-19,CARTON_CORR_1,Cartón Corrugado,Alimentos,166,0.5,83.09,729,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-20,CARTON_CORR_1,Cartón Corrugado,Alimentos,143,0.5,71.35,1007,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-21,CARTON_CORR_1,Cartón Corrugado,Alimentos,167,0.5,83.64,707,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-22,CARTON_CORR_1,Cartón Corrugado,Alimentos,140,0.5,70.18,1438,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-23,CARTON_CORR_1,Cartón Corrugado,Alimentos,150,0.5,75.05,1236,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-24,CARTON_CORR_1,Cartón Corrugado,Alimentos,183,0.5,91.61,1537,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-25,CARTON_CORR_1,Cartón Corrugado,Alimentos,249,0.5,124.56,1218,0,1,Cartón Corrugado - CARTON_CORR_1
2021-05-26,CARTON_CORR_1,Cartón Corrugado,Alimentos,163,0.5,81.6,998,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-27,CARTON_CORR_1,Cartón Corrugado,Alimentos,216,0.5,107.75,1251,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-28,CARTON_CORR_1,Cartón Corrugado,Alimentos,200,0.5,99.85,1964,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-29,CARTON_CORR_1,Cartón Corrugado,Alimentos,138,0.5,68.93,1851,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-30,CARTON_CORR_1,Cartón Corrugado,Alimentos,117,0.5,58.57,1377,0,0,Cartón Corrugado - CARTON_CORR_1
2021-05-31,CARTON_CORR_1,Cartón Corrugado,Alimentos,235,0.5,117.32,1247,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-01,CARTON_CORR_1,Cartón Corrugado,Alimentos,184,0.5,91.91,1564,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-02,CARTON_CORR_1,Cartón Corrugado,Alimentos,163,0.5,81.71,1130,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-03,CARTON_CORR_1,Cartón Corrugado,Alimentos,149,0.5,74.72,856,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-04,CARTON_CORR_1,Cartón Corrugado,Alimentos,177,0.5,88.6,1410,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-05,CARTON_CORR_1,Cartón Corrugado,Alimentos,103,0.5,51.58,664,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-06,CARTON_CORR_1,Cartón Corrugado,Alimentos,87,0.5,43.62,1980,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-07,CARTON_CORR_1,Cartón Corrugado,Alimentos,132,0.5,66.22,1259,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-08,CARTON_CORR_1,Cartón Corrugado,Alimentos,186,0.5,93.25,1595,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-09,CARTON_CORR_1,Cartón Corrugado,Alimentos,143,0.5,71.38,745,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-10,CARTON_CORR_1,Cartón Corrugado,Alimentos,128,0.5,64.06,879,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-11,CARTON_CORR_1,Cartón Corrugado,Alimentos,168,0.5,83.95,1310,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-12,CARTON_CORR_1,Cartón Corrugado,Alimentos,98,0.5,49.23,1902,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-13,CARTON_CORR_1,Cartón Corrugado,Alimentos,124,0.5,62.04,1814,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-14,CARTON_CORR_1,Cartón Corrugado,Alimentos,159,0.5,79.27,1101,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-15,CARTON_CORR_1,Cartón Corrugado,Alimentos,188,0.5,94.17,833,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-16,CARTON_CORR_1,Cartón Corrugado,Alimentos,204,0.5,102.05,1306,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-17,CARTON_CORR_1,Cartón Corrugado,Alimentos,178,0.5,89.12,880,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-18,CARTON_CORR_1,Cartón Corrugado,Alimentos,131,0.5,65.31,1265,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-19,CARTON_CORR_1,Cartón Corrugado,Alimentos,112,0.5,55.78,1678,0,1,Cartón Corrugado - CARTON_CORR_1
2021-06-20,CARTON_CORR_1,Cartón Corrugado,Alimentos,97,0.5,48.38,921,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-21,CARTON_CORR_1,Cartón Corrugado,Alimentos,143,0.5,71.29,524,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-22,CARTON_CORR_1,Cartón Corrugado,Alimentos,243,0.5,121.6,1180,0,1,Cartón Corrugado - CARTON_CORR_1
2021-06-23,CARTON_CORR_1,Cartón Corrugado,Alimentos,151,0.5,75.74,1648,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-24,CARTON_CORR_1,Cartón Corrugado,Alimentos,169,0.5,84.28,1908,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-25,CARTON_CORR_1,Cartón Corrugado,Alimentos,163,0.5,81.32,1027,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-26,CARTON_CORR_1,Cartón Corrugado,Alimentos,98,0.5,48.8,1217,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-27,CARTON_CORR_1,Cartón Corrugado,Alimentos,128,0.5,64.06,1697,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-28,CARTON_CORR_1,Cartón Corrugado,Alimentos,158,0.5,79.11,697,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-29,CARTON_CORR_1,Cartón Corrugado,Alimentos,171,0.5,85.26,1430,0,0,Cartón Corrugado - CARTON_CORR_1
2021-06-30,CARTON_CORR_1,Cartón Corrugado,Alimentos,148,0.5,74.12,621,0,0,Cartón Corrugado - CARTON_CORR_1
2021-07-01,CARTON_CORR_1,Cartón Corrugado,Alimentos,185,0.5,92.59,2000,0,0,Cartón Corrugado - CARTON_CORR_1
2021-07-02,CARTON_CORR_1,Cartón Corrugado,Alimentos,180,0.5,90.06,1710,0,0,Cartón Corrugado - CARTON_CORR_1
2021-07-03,CARTON_CORR_1,Cartón Corrugado,Alimentos,113,0.5,56.28,1452,0,0,Cartón Corrugado - CARTON_CORR_1
2021-07-04,CARTON_CORR_1,Cartón Corrugado,Alimentos,132,0.5,66.21,1254,0,0,Cartón Corrugado - CARTON_CORR_1
2021-07-05,CARTON_CORR_1,Cartón Corrugado,Alimentos,183,0.5,91.54,645,0,0,Cartón Corrugado - CARTON_CORR_1
2021-07-06,CARTON_CORR_1,Cartón Corrugado,Alimentos,173,0.5,86.42,899,0,0,Cartón Corrugado - CARTON_CORR_1
2021-07-07,CARTON_CORR_1,Cartón Corrugado,Alimentos,180,0.5,90.19,1939,0,0,Cartón Corrugado - CARTON_CORR_1
2021-07-08,CARTON_CORR_1,Cartón Corrugado,Alimentos,161,0.5,80.52,1616,0,0,Cartón Corrugado - CARTON_CORR_1
2021-07-09,CARTON_CORR_1,Cartón Corrugado,Alimentos,152,0.5,75.81,1236,0,0,Cartón Corrugado - CARTON_CORR_1
2021-07-10,CARTON_CORR_1,Cartón Corrugado,Alimentos,138,0.5,68.81,702,0,1,Cartón Corrugado - CARTON_CORR_1
2021-07-11,CARTON_CORR_1,Cartón Corrugado,Alimentos,112,0.5,56.1,1503,0,0,Cartón Corrugado - CARTON_CORR_1
2021-07-12,CARTON_CORR_1,Cartón Corrugado,Alimentos,165,0.5,82.64,1263,0,0,Cartón Corrugado - CARTON_CORR_1
